USERID,PERSON_ID_EXTERNAL,STARTDATE,ORIGINALSTARTDATE,ISPRIMARY,SENIORITYDATE,JOBNUMBER,
30003120            ,30003120            ,27/09/2013,27/09/2013,True,27/09/2013,,
30003121            ,30003121            ,25/09/2013,25/09/2013,True,25/09/2013,,
30003122            ,30003122            ,25/09/2013,25/09/2013,True,25/09/2013,,
30003123            ,30003123            ,29/05/2017,29/05/2017,True,,,
30003124            ,30003124            ,28/08/2013,28/08/2013,True,28/08/2013,,
30003125            ,30003125            ,16/09/2013,16/09/2013,True,16/09/2013,,
30003126            ,30003126            ,16/09/2013,16/09/2013,True,16/09/2013,,
30003127            ,30003127            ,18/09/2013,18/09/2013,True,18/09/2013,,
30003128            ,30003128            ,18/09/2013,18/09/2013,True,18/09/2013,,
30003129            ,30003129            ,18/09/2013,18/09/2013,True,18/09/2013,,
30003130            ,30003130            ,11/09/2013,11/09/2013,True,11/09/2013,,
30003131            ,30003131            ,01/10/2013,01/10/2013,True,07/09/2013,,
30003132            ,30003132            ,11/09/2013,11/09/2013,True,11/09/2013,,
30003133            ,30003133            ,11/09/2013,11/09/2013,True,11/09/2013,,
30003134            ,30003134            ,11/09/2013,11/09/2013,True,11/09/2013,,
30003135            ,30003135            ,01/09/2013,01/09/2013,True,01/09/2013,,
30003136            ,30003136            ,01/09/2013,01/09/2013,True,01/09/2013,,
30003137            ,30003137            ,05/09/2013,05/09/2013,True,05/09/2013,,
30003138            ,30003138            ,05/09/2013,05/09/2013,True,05/09/2013,,
30003139            ,30003139            ,04/09/2013,04/09/2013,True,04/09/2013,,
30003140            ,30003140            ,27/08/2013,27/08/2013,True,27/08/2013,,
30003141            ,30003141            ,28/08/2013,28/08/2013,True,28/08/2013,,
30003142            ,30003142            ,01/02/2017,01/02/2017,True,,,
30003143            ,30003143            ,28/08/2013,28/08/2013,True,28/08/2013,,
30003144            ,30003144            ,20/08/2013,20/08/2013,True,20/08/2013,,
30003145            ,30003145            ,20/08/2013,20/08/2013,True,20/08/2013,,
30003146            ,30003146            ,25/07/2013,25/07/2013,True,25/07/2013,,
30003147            ,30003147            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003148            ,30003148            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003149            ,30003149            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003150            ,30003150            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003151            ,30003151            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003152            ,30003152            ,15/08/2013,15/08/2013,True,15/08/2013,,
30003153            ,30003153            ,14/08/2013,14/08/2013,True,14/08/2013,,
30003154            ,30003154            ,14/08/2013,14/08/2013,True,14/08/2013,,
30003155            ,30003155            ,14/08/2013,14/08/2013,True,14/08/2013,,
30003156            ,30003156            ,14/08/2013,14/08/2013,True,14/08/2013,,
30003157            ,30003157            ,08/08/2013,08/08/2013,True,08/08/2013,,
30003158            ,30003158            ,30/07/2013,30/07/2013,True,30/07/2013,,
30003159            ,30003159            ,01/08/2014,01/08/2014,True,05/08/2013,,
30003160            ,30003160            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003161            ,30003161            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003162            ,30003162            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003163            ,30003163            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003164            ,30003164            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003165            ,30003165            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003166            ,30003166            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003167            ,30003167            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003168            ,30003168            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003169            ,30003169            ,01/08/2013,01/08/2013,True,,,
30003170            ,30003170            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003171            ,30003171            ,01/08/2013,01/08/2013,True,,,
30003172            ,30003172            ,07/08/2013,07/08/2013,True,07/08/2013,,
30003173            ,30003173            ,07/08/2013,07/08/2013,True,07/08/2013,,
30003174            ,30003174            ,07/08/2013,07/08/2013,True,07/08/2013,,
30003175            ,30003175            ,01/08/2013,01/08/2013,True,01/08/2013,,
30003176            ,30003176            ,23/07/2013,23/07/2013,True,23/07/2013,,
30003177            ,30003177            ,01/04/2015,01/04/2015,True,,,
30003178            ,30003178            ,20/07/2013,20/07/2013,True,20/07/2013,,
30003179            ,30003179            ,01/10/2014,01/10/2014,True,26/07/2013,,
30003180            ,30003180            ,24/07/2013,24/07/2013,True,24/07/2013,,
30003181            ,30003181            ,24/07/2013,24/07/2013,True,24/07/2013,,
30003182            ,30003182            ,24/07/2013,24/07/2013,True,24/07/2013,,
30003183            ,30003183            ,17/07/2013,17/07/2013,True,17/07/2013,,
30003184            ,30003184            ,16/09/2016,16/09/2016,True,18/07/2013,,
30003185            ,30003185            ,01/05/2014,01/05/2014,True,17/07/2013,,
30003186            ,30003186            ,01/06/2014,01/06/2014,True,22/07/2013,,
30003187            ,30003187            ,31/05/2017,31/05/2017,True,,,
30003188            ,30003188            ,12/07/2013,12/07/2013,True,01/01/2014,,
30003189            ,30003189            ,10/07/2013,10/07/2013,True,10/07/2013,,
30003190            ,30003190            ,01/02/2014,01/02/2014,True,04/07/2013,,
30003191            ,30003191            ,01/01/2014,01/01/2014,True,01/01/2014,,
30003192            ,30003192            ,25/06/2013,25/06/2013,True,25/06/2013,,
30003193            ,30003193            ,09/02/2017,09/02/2017,True,,,
30003194            ,30003194            ,24/06/2013,24/06/2013,True,24/06/2013,,
30003195            ,30003195            ,13/06/2013,13/06/2013,True,13/06/2013,,
30003196            ,30003196            ,13/06/2013,13/06/2013,True,13/06/2013,,
30003197            ,30003197            ,25/06/2013,25/06/2013,True,25/06/2013,,
30003198            ,30003198            ,17/06/2013,17/06/2013,True,17/06/2013,,
30003199            ,30003199            ,17/06/2013,17/06/2013,True,17/06/2013,,
30003200            ,30003200            ,17/06/2013,17/06/2013,True,17/06/2013,,
30003201            ,30003201            ,19/04/2017,19/04/2017,True,,,
30003202            ,30003202            ,07/04/2016,07/04/2016,True,17/06/2013,,
30003203            ,30003203            ,17/06/2013,17/06/2013,True,17/06/2013,,
30003204            ,30003204            ,05/06/2013,05/06/2013,True,05/06/2013,,
30003205            ,30003205            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003206            ,30003206            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003207            ,30003207            ,06/06/2013,06/06/2013,True,06/06/2013,,
30003208            ,30003208            ,05/06/2013,05/06/2013,True,05/06/2013,,
30003209            ,30003209            ,05/06/2013,05/06/2013,True,05/06/2013,,
30003210            ,30003210            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003211            ,30003211            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003212            ,30003212            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003213            ,30003213            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003214            ,30003214            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003215            ,30003215            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003216            ,30003216            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003217            ,30003217            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003218            ,30003218            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003219            ,30003219            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003220            ,30003220            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003221            ,30003221            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003222            ,30003222            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003223            ,30003223            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003224            ,30003224            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003225            ,30003225            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003226            ,30003226            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003227            ,30003227            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003228            ,30003228            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003229            ,30003229            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003230            ,30003230            ,01/06/2013,01/06/2013,True,01/06/2013,,
30003231            ,30003231            ,02/04/2015,02/04/2015,True,28/05/2013,,
30003232            ,30003232            ,13/05/2013,13/05/2013,True,13/05/2013,,
30003233            ,30003233            ,01/08/2013,01/08/2013,True,,,
30003234            ,30003234            ,01/02/2015,01/02/2015,True,10/05/2013,,
30003235            ,30003235            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003236            ,30003236            ,01/09/2013,01/09/2013,True,01/09/2013,,
30003237            ,30003237            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003238            ,30003238            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003239            ,30003239            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003240            ,30003240            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003241            ,30003241            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003242            ,30003242            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003243            ,30003243            ,09/05/2013,09/05/2013,True,09/05/2013,,
30003244            ,30003244            ,09/05/2013,09/05/2013,True,09/05/2013,,
30003245            ,30003245            ,09/05/2013,09/05/2013,True,09/05/2013,,
30003246            ,30003246            ,08/05/2013,08/05/2013,True,08/05/2013,,
30003247            ,30003247            ,03/05/2013,03/05/2013,True,03/05/2013,,
30003248            ,30003248            ,20/06/2017,20/06/2017,True,,,
30003249            ,30003249            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003250            ,30003250            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003251            ,30003251            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003252            ,30003252            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003253            ,30003253            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003254            ,30003254            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003255            ,30003255            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003256            ,30003256            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003257            ,30003257            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003258            ,30003258            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003259            ,30003259            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003260            ,30003260            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003261            ,30003261            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003262            ,30003262            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003263            ,30003263            ,06/04/2015,06/04/2015,True,01/05/2013,,
30003264            ,30003264            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003265            ,30003265            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003266            ,30003266            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003267            ,30003267            ,01/06/2014,01/06/2014,True,04/01/2014,,
30003268            ,30003268            ,01/08/2015,01/08/2015,True,01/05/2013,,
30003269            ,30003269            ,01/04/2014,01/04/2014,True,01/05/2013,,
30003270            ,30003270            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003271            ,30003271            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003272            ,30003272            ,01/11/2016,01/11/2016,True,,,
30003273            ,30003273            ,01/02/2014,01/02/2014,True,01/05/2013,,
30003274            ,30003274            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003275            ,30003275            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003276            ,30003276            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003277            ,30003277            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003278            ,30003278            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003279            ,30003279            ,01/11/2013,01/11/2013,True,,,
30003280            ,30003280            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003281            ,30003281            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003282            ,30003282            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003283            ,30003283            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003284            ,30003284            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003285            ,30003285            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003286            ,30003286            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003287            ,30003287            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003288            ,30003288            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003289            ,30003289            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003290            ,30003290            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003291            ,30003291            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003292            ,30003292            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003293            ,30003293            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003294            ,30003294            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003295            ,30003295            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003296            ,30003296            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003297            ,30003297            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003298            ,30003298            ,05/04/2017,05/04/2017,True,,,
30003299            ,30003299            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003300            ,30003300            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003301            ,30003301            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003302            ,30003302            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003303            ,30003303            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003304            ,30003304            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003305            ,30003305            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003306            ,30003306            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003307            ,30003307            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003308            ,30003308            ,02/02/2017,02/02/2017,True,,,
30003309            ,30003309            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003310            ,30003310            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003311            ,30003311            ,11/04/2015,11/04/2015,True,01/11/2013,,
30003312            ,30003312            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003314            ,30003314            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003315            ,30003315            ,08/07/2015,08/07/2015,True,01/05/2013,,
30003316            ,30003316            ,01/01/2016,01/01/2016,True,01/05/2013,,
30003317            ,30003317            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003318            ,30003318            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003319            ,30003319            ,02/01/2015,02/01/2015,True,01/05/2013,,
30003320            ,30003320            ,01/10/2014,01/10/2014,True,01/05/2013,,
30003321            ,30003321            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003322            ,30003322            ,01/05/2013,01/05/2013,True,01/08/2013,,
30003323            ,30003323            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003324            ,30003324            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003325            ,30003325            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003326            ,30003326            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003327            ,30003327            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003328            ,30003328            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003329            ,30003329            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003330            ,30003330            ,11/04/2015,11/04/2015,True,01/05/2013,,
30003331            ,30003331            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003332            ,30003332            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003333            ,30003333            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003334            ,30003334            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003335            ,30003335            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003336            ,30003336            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003337            ,30003337            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003338            ,30003338            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003339            ,30003339            ,01/05/2013,01/05/2013,True,01/05/2013,,
30003340            ,30003340            ,01/05/2013,01/05/2013,True,,,
30003341            ,30003341            ,01/05/2016,01/05/2016,True,,,
30003342            ,30003342            ,04/08/2016,04/08/2016,True,26/04/2013,,
30003343            ,30003343            ,30/04/2013,30/04/2013,True,30/04/2013,,
30003344            ,30003344            ,03/05/2013,03/05/2013,True,03/05/2013,,
30003345            ,30003345            ,02/05/2013,02/05/2013,True,02/05/2013,,
30003346            ,30003346            ,02/05/2013,02/05/2013,True,02/05/2013,,
30003347            ,30003347            ,24/04/2013,24/04/2013,True,24/04/2013,,
30003348            ,30003348            ,24/04/2013,24/04/2013,True,24/04/2013,,
30003349            ,30003349            ,24/04/2013,24/04/2013,True,24/04/2013,,
30003350            ,30003350            ,01/06/2014,01/06/2014,True,08/04/2013,,
30003351            ,30003351            ,01/02/2015,01/02/2015,True,,,
30003352            ,30003352            ,01/04/2013,01/04/2013,True,,,
30003353            ,30003353            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003354            ,30003354            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003355            ,30003355            ,05/04/2013,05/04/2013,True,05/04/2013,,
30003356            ,30003356            ,04/04/2013,04/04/2013,True,04/04/2013,,
30003357            ,30003357            ,04/04/2013,04/04/2013,True,04/04/2013,,
30003358            ,30003358            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003359            ,30003359            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003360            ,30003360            ,01/09/2016,01/09/2016,True,,,
30003361            ,30003361            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003362            ,30003362            ,19/03/2013,19/03/2013,True,19/03/2013,,
30003363            ,30003363            ,28/03/2013,28/03/2013,True,28/03/2013,,
30003364            ,30003364            ,28/03/2013,28/03/2013,True,28/03/2013,,
30003365            ,30003365            ,28/03/2013,28/03/2013,True,28/03/2013,,
30003366            ,30003366            ,26/03/2013,26/03/2013,True,26/03/2013,,
30003367            ,30003367            ,26/03/2013,26/03/2013,True,26/03/2013,,
30003368            ,30003368            ,26/03/2013,26/03/2013,True,26/03/2013,,
30003369            ,30003369            ,07/01/2017,07/01/2017,True,,,
30003370            ,30003370            ,20/03/2013,20/03/2013,True,20/03/2013,,
30003371            ,30003371            ,08/03/2016,08/03/2016,True,19/03/2013,,
30003372            ,30003372            ,12/03/2013,12/03/2013,True,12/03/2013,,
30003373            ,30003373            ,01/08/2013,01/08/2013,True,,,
30003374            ,30003374            ,06/03/2013,06/03/2013,True,06/03/2013,,
30003375            ,30003375            ,01/03/2013,01/03/2013,True,,,
30003376            ,30003376            ,01/03/2013,01/03/2013,True,,,
30003377            ,30003377            ,01/03/2013,01/03/2013,True,,,
30003378            ,30003378            ,01/03/2013,01/03/2013,True,,,
30003379            ,30003379            ,01/03/2013,01/03/2013,True,,,
30003380            ,30003380            ,05/03/2013,05/03/2013,True,05/03/2013,,
30003381            ,30003381            ,01/03/2013,01/03/2013,True,,,
30003382            ,30003382            ,01/03/2013,01/03/2013,True,,,
30003384            ,30003384            ,01/03/2013,01/03/2013,True,,,
30003385            ,30003385            ,01/03/2013,01/03/2013,True,,,
30003386            ,30003386            ,01/03/2013,01/03/2013,True,,,
30003387            ,30003387            ,01/03/2013,01/03/2013,True,,,
30003388            ,30003388            ,01/03/2013,01/03/2013,True,,,
30003389            ,30003389            ,01/03/2013,01/03/2013,True,,,
30003390            ,30003390            ,01/03/2013,01/03/2013,True,,,
30003391            ,30003391            ,01/03/2013,01/03/2013,True,,,
30003392            ,30003392            ,01/03/2013,01/03/2013,True,,,
30003393            ,30003393            ,01/03/2013,01/03/2013,True,,,
30003394            ,30003394            ,11/03/2013,11/03/2013,True,,,
30003395            ,30003395            ,01/04/2013,01/04/2013,True,01/04/2013,,
30003396            ,30003396            ,01/03/2013,01/03/2013,True,,,
30003397            ,30003397            ,01/03/2013,01/03/2013,True,,,
30003398            ,30003398            ,01/02/2016,01/02/2016,True,,,
30003399            ,30003399            ,01/03/2013,01/03/2013,True,,,
30003400            ,30003400            ,01/03/2013,01/03/2013,True,,,
30003401            ,30003401            ,01/03/2013,01/03/2013,True,,,
30003402            ,30003402            ,01/03/2013,01/03/2013,True,,,
30003403            ,30003403            ,01/03/2013,01/03/2013,True,,,
30003404            ,30003404            ,01/03/2013,01/03/2013,True,,,
30003405            ,30003405            ,01/03/2013,01/03/2013,True,,,
30003406            ,30003406            ,01/03/2013,01/03/2013,True,,,
30003407            ,30003407            ,01/03/2013,01/03/2013,True,,,
30003408            ,30003408            ,01/03/2013,01/03/2013,True,,,
30003409            ,30003409            ,01/03/2013,01/03/2013,True,,,
30003410            ,30003410            ,01/03/2013,01/03/2013,True,01/03/2013,,
30003411            ,30003411            ,01/03/2013,01/03/2013,True,,,
30003412            ,30003412            ,01/03/2013,01/03/2013,True,01/03/2013,,
30003413            ,30003413            ,04/03/2013,04/03/2013,True,04/03/2013,,
30003414            ,30003414            ,04/03/2013,04/03/2013,True,04/03/2013,,
30003415            ,30003415            ,04/03/2013,04/03/2013,True,04/03/2013,,
30003416            ,30003416            ,25/02/2013,25/02/2013,True,25/02/2013,,
30003417            ,30003417            ,26/02/2013,26/02/2013,True,26/02/2013,,
30003418            ,30003418            ,21/02/2013,21/02/2013,True,21/02/2013,,
30003419            ,30003419            ,18/02/2013,18/02/2013,True,18/02/2013,,
30003420            ,30003420            ,18/02/2013,18/02/2013,True,18/02/2013,,
30003421            ,30003421            ,18/02/2013,18/02/2013,True,18/02/2013,,
30003422            ,30003422            ,14/02/2013,14/02/2013,True,14/02/2013,,
30003423            ,30003423            ,09/02/2013,09/02/2013,True,09/02/2013,,
30003424            ,30003424            ,07/09/2016,07/09/2016,True,10/02/2013,,
30003425            ,30003425            ,07/02/2013,07/02/2013,True,07/02/2013,,
30003426            ,30003426            ,01/02/2013,01/02/2013,True,01/02/2013,,
30003427            ,30003427            ,05/02/2013,05/02/2013,True,05/02/2013,,
30003428            ,30003428            ,05/02/2013,05/02/2013,True,05/02/2013,,
30003429            ,30003429            ,01/02/2013,01/02/2013,True,01/02/2013,,
30003430            ,30003430            ,05/02/2013,05/02/2013,True,05/02/2013,,
30003431            ,30003431            ,01/09/2013,01/09/2013,True,01/02/2013,,
30003432            ,30003432            ,31/01/2013,31/01/2013,True,31/01/2013,,
30003433            ,30003433            ,31/01/2013,31/01/2013,True,31/01/2013,,
30003434            ,30003434            ,31/01/2013,31/01/2013,True,31/01/2013,,
30003435            ,30003435            ,25/01/2013,25/01/2013,True,25/01/2013,,
30003436            ,30003436            ,22/01/2013,22/01/2013,True,22/01/2013,,
30003437            ,30003437            ,23/01/2013,23/01/2013,True,23/01/2013,,
30003438            ,30003438            ,23/01/2013,23/01/2013,True,23/01/2013,,
30003439            ,30003439            ,23/01/2013,23/01/2013,True,23/01/2013,,
30003440            ,30003440            ,16/01/2013,16/01/2013,True,16/01/2013,,
30003441            ,30003441            ,17/01/2013,17/01/2013,True,17/01/2013,,
30003442            ,30003442            ,17/01/2013,17/01/2013,True,17/01/2013,,
30003443            ,30003443            ,03/04/2017,03/04/2017,True,,,
30003444            ,30003444            ,15/01/2013,15/01/2013,True,01/07/2013,,
30003445            ,30003445            ,15/01/2013,15/01/2013,True,01/07/2013,,
30003446            ,30003446            ,16/01/2013,16/01/2013,True,16/01/2013,,
30003447            ,30003447            ,16/01/2013,16/01/2013,True,16/01/2013,,
30003448            ,30003448            ,01/07/2015,01/07/2015,True,09/01/2013,,
30003449            ,30003449            ,01/01/2013,01/01/2013,True,01/01/2013,,
30003450            ,30003450            ,01/01/2013,01/01/2013,True,01/01/2013,,
30003451            ,30003451            ,01/01/2013,01/01/2013,True,01/01/2013,,
30003452            ,30003452            ,10/01/2013,10/01/2013,True,11/01/2013,,
30003453            ,30003453            ,04/01/2013,04/01/2013,True,04/01/2013,,
30003454            ,30003454            ,27/12/2012,27/12/2012,True,27/12/2012,,
30003455            ,30003455            ,14/06/2017,14/06/2017,True,,,
30003456            ,30003456            ,21/12/2012,21/12/2012,True,21/12/2012,,
30003457            ,30003457            ,17/12/2012,17/12/2012,True,17/12/2012,,
30003459            ,30003459            ,11/12/2012,11/12/2012,True,11/12/2012,,
30003460            ,30003460            ,12/12/2012,12/12/2012,True,12/12/2012,,
30003461            ,30003461            ,01/07/2013,01/07/2013,True,05/12/2012,,
30003462            ,30003462            ,04/12/2012,04/12/2012,True,04/12/2012,,
30003463            ,30003463            ,05/12/2012,05/12/2012,True,05/12/2012,,
30003464            ,30003464            ,05/12/2012,05/12/2012,True,05/12/2012,,
30003465            ,30003465            ,29/11/2012,29/11/2012,True,29/11/2012,,
30003466            ,30003466            ,29/11/2012,29/11/2012,True,29/11/2012,,
30003467            ,30003467            ,26/11/2012,26/11/2012,True,26/11/2012,,
30003468            ,30003468            ,22/11/2012,22/11/2012,True,22/11/2012,,
30003469            ,30003469            ,22/11/2012,22/11/2012,True,22/11/2012,,
30003470            ,30003470            ,15/11/2012,15/11/2012,True,15/11/2012,,
30003471            ,30003471            ,19/11/2012,19/11/2012,True,19/11/2012,,
30003472            ,30003472            ,19/11/2012,19/11/2012,True,19/11/2012,,
30003473            ,30003473            ,20/11/2012,20/11/2012,True,20/11/2012,,
30003474            ,30003474            ,15/11/2012,15/11/2012,True,15/11/2012,,
30003475            ,30003475            ,14/11/2012,14/11/2012,True,14/11/2012,,
30003476            ,30003476            ,14/11/2012,14/11/2012,True,14/11/2012,,
30003477            ,30003477            ,05/11/2012,05/11/2012,True,05/11/2012,,
30003478            ,30003478            ,12/11/2012,12/11/2012,True,12/11/2012,,
30003479            ,30003479            ,12/11/2012,12/11/2012,True,12/11/2012,,
30003480            ,30003480            ,05/11/2012,05/11/2012,True,05/11/2012,,
30003481            ,30003481            ,06/11/2012,06/11/2012,True,06/11/2012,,
30003482            ,30003482            ,06/11/2012,06/11/2012,True,06/11/2012,,
30003483            ,30003483            ,26/05/2016,26/05/2016,True,,,
30003484            ,30003484            ,24/10/2012,24/10/2012,True,24/10/2012,,
30003485            ,30003485            ,24/10/2012,24/10/2012,True,24/10/2012,,
30003486            ,30003486            ,24/10/2012,24/10/2012,True,24/10/2012,,
30003487            ,30003487            ,25/10/2012,25/10/2012,True,25/10/2012,,
30003488            ,30003488            ,22/10/2012,22/10/2012,True,22/10/2012,,
30003489            ,30003489            ,18/10/2012,18/10/2012,True,18/10/2012,,
30003490            ,30003490            ,01/11/2012,01/11/2012,True,01/11/2012,,
30003491            ,30003491            ,28/09/2012,28/09/2012,True,01/05/2013,,
30003492            ,30003492            ,03/10/2012,03/10/2012,True,03/10/2012,,
30003493            ,30003493            ,26/09/2012,26/09/2012,True,26/09/2012,,
30003494            ,30003494            ,25/09/2012,25/09/2012,True,25/09/2012,,
30003495            ,30003495            ,15/05/2016,15/05/2016,True,,,
30003496            ,30003496            ,20/09/2012,20/09/2012,True,20/09/2012,,
30003497            ,30003497            ,20/09/2012,20/09/2012,True,20/09/2012,,
30003498            ,30003498            ,18/09/2012,18/09/2012,True,18/09/2012,,
30003499            ,30003499            ,14/09/2012,14/09/2012,True,14/09/2012,,
30003500            ,30003500            ,04/09/2012,04/09/2012,True,04/09/2012,,
30003501            ,30003501            ,20/07/2016,20/07/2016,True,04/09/2012,,
30003502            ,30003502            ,29/08/2012,29/08/2012,True,29/08/2012,,
30003503            ,30003503            ,29/08/2012,29/08/2012,True,29/08/2012,,
30003504            ,30003504            ,29/08/2012,29/08/2012,True,29/08/2012,,
30003506            ,30003506            ,15/08/2012,15/08/2012,True,15/08/2012,,
30003507            ,30003507            ,14/08/2012,14/08/2012,True,14/08/2012,,
30003508            ,30003508            ,13/08/2012,13/08/2012,True,13/08/2012,,
